ID_Venta,Fecha,Hora,Sucursal,Nombre_Producto,Categoría_Producto,Tamaño,Cantidad,Precio_Unitario,Total_Venta,Método_de_Compra,Método_de_Pago,Cliente_Miembro,Descuento_Miembro,Promoción_Aplicada,Empleado_Atendió,Turno,Demora_Preparación_Min,Satisfacción_Cliente,Stock_Antes,Stock_Después
VTA00616,2025-02-03,20:13,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,2,1255.07,2510.14,Take Away,App,No,0,Combo,Sofía,Tarde,9.8,2,45,43
VTA00617,2025-02-28,12:08,Córdoba Shopping,Cappuccino,Bebida Espresso Caliente,Venti,2,1547.64,3095.28,Delivery,App,Sí,0,Happy Hour,Luis,Noche,7.0,1,14,12
VTA00618,2025-03-18,08:00,"San Lorenzo 25, Nueva Córdoba",Latte Helado,Bebida Espresso Helada,Tall,4,1438.09,5752.36,Take Away,Efectivo,No,0,2x1,Florencia,Tarde,6.6,4,29,25
VTA00619,2025-02-24,20:14,"San Lorenzo 25, Nueva Córdoba",Té Chai Latte,Té Caliente,,2,1120.7,2241.4,Delivery,App,No,0,Happy Hour,Julián,Tarde,4.8,4,22,20
VTA00620,2025-02-18,10:47,Avenida Colón 608,Cookie con Chips de Chocolate,Bakery,,4,1195.89,4783.56,En tienda,Efectivo,No,0,Ninguna,Luis,Tarde,12.3,2,42,38
VTA00621,2025-01-10,09:01,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,1,2642.31,2642.31,En tienda,App,No,0,Combo,Florencia,Mañana,14.1,4,43,42
VTA00622,2025-02-10,08:14,"San Lorenzo 25, Nueva Córdoba",Croissant Relleno con Crema de Avellanas,Bakery,,3,966.87,2900.61,Take Away,App,Sí,10,2x1,Marcos,Mañana,9.3,5,39,36
VTA00623,2025-04-08,18:46,Avenida Colón 608,Taza Edición Especial,Merchandising,,2,3487.47,6974.94,Take Away,Tarjeta,Sí,10,2x1,Florencia,Mañana,5.2,1,18,16
VTA00624,2025-02-18,16:23,Avenida Colón 608,Taza Edición Especial,Merchandising,,4,3071.46,12285.84,Take Away,Tarjeta,No,0,Combo,Camila,Noche,10.7,2,40,36
VTA00625,2025-01-09,20:37,Avenida Colón 608,Taza Edición Especial,Merchandising,,5,3437.05,17185.25,Delivery,Efectivo,Sí,10,Combo,Florencia,Mañana,3.5,1,14,9
VTA00626,2025-01-20,11:18,Avenida Colón 608,Taza Edición Especial,Merchandising,,3,2901.51,8704.53,Take Away,App,No,0,Combo,Julián,Noche,2.6,1,10,7
VTA00627,2025-01-12,17:40,Córdoba Shopping,Skinny Caramel Macchiato,Bebida Espresso Caliente,Pequeño,1,1228.28,1228.28,En tienda,App,Sí,10,Combo,Sofía,Mañana,11.6,2,47,46
VTA00628,2025-04-02,15:08,"San Lorenzo 25, Nueva Córdoba",Muffin de Arándanos,Bakery,,5,1416.77,7083.85,En tienda,Efectivo,No,0,Ninguna,Florencia,Mañana,11.9,1,11,6
VTA00629,2025-02-03,11:58,Córdoba Shopping,Termo Reutilizable,Merchandising,,1,3228.27,3228.27,Delivery,App,Sí,15,2x1,Camila,Mañana,8.8,1,22,21
VTA00630,2025-01-21,19:23,Avenida Colón 608,Muffin de Arándanos,Bakery,,4,1158.84,4635.36,En tienda,Efectivo,No,0,Happy Hour,Julián,Mañana,12.8,2,34,30
VTA00631,2025-01-04,13:49,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Venti,3,1702.47,5107.41,Delivery,Efectivo,No,0,Happy Hour,Marcos,Tarde,8.8,4,12,9
VTA00632,2025-03-14,15:39,Córdoba Shopping,Moneda de Chocolate,Snacks,,5,714.6,3573.0,Delivery,Tarjeta,No,0,2x1,Florencia,Noche,11.3,5,36,31
VTA00633,2025-03-13,13:23,"San Lorenzo 25, Nueva Córdoba",Té Verde,Té Caliente,,5,1310.75,6553.75,En tienda,App,No,0,2x1,Florencia,Tarde,10.8,5,32,27
VTA00634,2025-04-06,20:01,Avenida Colón 608,Taza Edición Especial,Merchandising,,5,3388.98,16944.9,En tienda,App,Sí,0,Combo,Florencia,Noche,12.9,4,21,16
VTA00635,2025-02-20,12:26,"San Lorenzo 25, Nueva Córdoba",Té Verde en Hebras,Té,,4,1600.54,6402.16,En tienda,Efectivo,No,0,Ninguna,Marcos,Tarde,4.6,2,17,13
VTA00636,2025-02-26,18:16,Avenida Colón 608,Té Chai Latte,Té Caliente,,5,1358.46,6792.3,Take Away,Tarjeta,No,0,Ninguna,Luis,Noche,12.8,2,34,29
VTA00637,2025-01-21,07:46,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Venti,5,1655.68,8278.4,Take Away,Efectivo,Sí,15,Ninguna,Luis,Noche,3.6,5,48,43
VTA00638,2025-03-14,17:19,Avenida Colón 608,Té Verde en Hebras,Té,,2,2079.07,4158.14,Delivery,Efectivo,Sí,10,Happy Hour,Julián,Tarde,11.2,1,28,26
VTA00639,2025-03-06,09:00,Avenida Colón 608,Té Chai Latte,Té Caliente,,3,1088.47,3265.41,En tienda,App,Sí,15,Ninguna,Julián,Tarde,10.4,5,11,8
VTA00640,2025-04-08,07:02,Avenida Colón 608,Espresso Roast,Café en Granos,,5,2479.0,12395.0,Delivery,App,No,0,Ninguna,Marcos,Tarde,10.4,4,12,7
VTA00641,2025-04-12,09:21,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,1,2636.3,2636.3,Delivery,Tarjeta,Sí,15,2x1,Marcos,Tarde,8.1,5,11,10
VTA00642,2025-01-06,17:53,Córdoba Shopping,Fosforito de Jamón y Queso,Sándwiches,,3,1490.74,4472.22,Take Away,Efectivo,No,0,2x1,Camila,Noche,2.4,2,21,18
VTA00643,2025-03-03,07:35,"San Lorenzo 25, Nueva Córdoba",Té Verde,Té Caliente,,4,1501.87,6007.48,Delivery,App,Sí,15,2x1,Marcos,Tarde,8.7,1,30,26
VTA00644,2025-03-04,15:19,"San Lorenzo 25, Nueva Córdoba",Taza Edición Especial,Merchandising,,4,2585.71,10342.84,Take Away,App,Sí,10,Combo,Camila,Mañana,12.7,2,27,23
VTA00645,2025-03-15,12:14,Calle San Lorenzo 47,Cookie con Chips de Chocolate,Bakery,,5,1143.62,5718.1,Delivery,Efectivo,Sí,0,2x1,Luis,Tarde,10.4,1,14,9
VTA00646,2025-01-06,11:10,Córdoba Shopping,Té Helado de Hibiscus,Té Helado,,2,1193.53,2387.06,En tienda,Efectivo,No,0,Ninguna,Julián,Mañana,12.1,3,23,21
VTA00647,2025-02-27,11:33,Calle San Lorenzo 47,Mix de Frutos Secos,Snacks,,5,1142.16,5710.8,Take Away,App,Sí,10,Happy Hour,Julián,Mañana,11.2,4,30,25
VTA00648,2025-03-11,19:51,"San Lorenzo 25, Nueva Córdoba",Té Verde en Hebras,Té,,2,2019.9,4039.8,Delivery,App,Sí,15,2x1,Luis,Tarde,8.3,1,40,38
VTA00649,2025-04-07,12:30,Calle San Lorenzo 47,Termo Reutilizable,Merchandising,,5,3406.81,17034.05,Delivery,Tarjeta,Sí,15,2x1,Luis,Tarde,14.6,1,40,35
VTA00650,2025-01-02,08:11,Avenida Colón 608,Croissant Relleno con Crema de Avellanas,Bakery,,2,1232.01,2464.02,Take Away,Tarjeta,Sí,0,Combo,Luis,Noche,11.3,5,44,42
VTA00651,2025-02-23,11:01,Calle San Lorenzo 47,Wrap de Pollo y Vegetales,Sándwiches,,5,1657.53,8287.65,En tienda,App,No,0,Combo,Julián,Tarde,8.9,3,29,24
VTA00652,2025-04-16,14:42,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Grande,2,1730.3,3460.6,Delivery,Efectivo,No,0,Combo,Sofía,Tarde,12.2,2,15,13
VTA00653,2025-03-21,19:54,Avenida Colón 608,Té Verde en Hebras,Té,,5,1972.27,9861.35,En tienda,Tarjeta,No,0,Ninguna,Julián,Tarde,5.4,3,48,43
VTA00654,2025-03-26,17:17,Córdoba Shopping,Wrap de Pollo y Vegetales,Sándwiches,,3,1879.48,5638.44,En tienda,Efectivo,No,0,2x1,Florencia,Noche,11.3,2,16,13
VTA00655,2025-02-15,14:34,"San Lorenzo 25, Nueva Córdoba",Té Verde,Té Caliente,,3,1402.83,4208.49,Take Away,Efectivo,No,0,Combo,Florencia,Noche,5.8,4,46,43
VTA00656,2025-01-01,13:55,Calle San Lorenzo 47,Croissant de Manteca,Bakery,,4,1469.85,5879.4,Take Away,Tarjeta,No,0,Happy Hour,Marcos,Tarde,7.3,3,48,44
VTA00657,2025-03-27,08:11,Calle San Lorenzo 47,Té Helado de Hibiscus,Té Helado,,2,1631.85,3263.7,En tienda,App,Sí,0,Ninguna,Camila,Tarde,13.1,3,22,20
VTA00658,2025-03-10,08:48,"San Lorenzo 25, Nueva Córdoba",Wrap de Pollo y Vegetales,Sándwiches,,3,1652.79,4958.37,En tienda,App,No,0,2x1,Julián,Noche,11.6,1,42,39
VTA00659,2025-02-23,18:59,"San Lorenzo 25, Nueva Córdoba",Mix de Frutos Secos,Snacks,,2,1192.38,2384.76,En tienda,Tarjeta,No,0,Ninguna,Marcos,Tarde,8.0,3,25,23
VTA00660,2025-01-02,19:46,Córdoba Shopping,Taza Edición Especial,Merchandising,,2,2541.96,5083.92,En tienda,App,Sí,10,Combo,Sofía,Mañana,6.6,1,28,26
VTA00661,2025-01-15,09:53,Córdoba Shopping,Croissant Relleno con Crema de Avellanas,Bakery,,5,914.25,4571.25,Delivery,Efectivo,Sí,10,2x1,Luis,Tarde,8.4,2,30,25
VTA00662,2025-02-11,19:24,Córdoba Shopping,Té Verde en Hebras,Té,,4,1798.58,7194.32,Delivery,Efectivo,No,0,Ninguna,Julián,Noche,3.2,2,30,26
VTA00663,2025-04-09,14:24,Calle San Lorenzo 47,Americano,Bebida Espresso Caliente,Tall,1,1665.33,1665.33,Take Away,Efectivo,No,0,Combo,Sofía,Tarde,3.5,4,17,16
VTA00664,2025-01-11,18:48,"San Lorenzo 25, Nueva Córdoba",Americano,Bebida Espresso Caliente,Tall,4,1501.73,6006.92,En tienda,App,No,0,Combo,Sofía,Tarde,2.2,3,31,27
VTA00665,2025-01-12,07:20,Calle San Lorenzo 47,Croissant de Manteca,Bakery,,2,940.31,1880.62,Take Away,Efectivo,Sí,10,Ninguna,Camila,Tarde,6.9,4,11,9
VTA00666,2025-02-15,20:21,Calle San Lorenzo 47,Mix de Frutos Secos,Snacks,,4,868.6,3474.4,En tienda,Efectivo,No,0,Ninguna,Marcos,Mañana,12.8,3,27,23
VTA00667,2025-03-05,10:05,"San Lorenzo 25, Nueva Córdoba",Taza Edición Especial,Merchandising,,1,3164.81,3164.81,En tienda,Efectivo,No,0,Happy Hour,Marcos,Tarde,13.9,4,19,18
VTA00668,2025-03-17,14:00,"San Lorenzo 25, Nueva Córdoba",Croissant Relleno con Crema de Avellanas,Bakery,,3,1442.4,4327.2,En tienda,Efectivo,No,0,2x1,Florencia,Tarde,5.3,2,26,23
VTA00669,2025-01-06,20:21,Córdoba Shopping,Budín de Limón,Bakery,,1,1458.43,1458.43,Delivery,Efectivo,No,0,2x1,Luis,Tarde,2.9,1,35,34
VTA00670,2025-03-14,17:54,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,3,3160.95,9482.85,En tienda,Tarjeta,Sí,15,Combo,Sofía,Mañana,5.3,2,46,43
VTA00671,2025-04-09,17:53,"San Lorenzo 25, Nueva Córdoba",Fosforito de Jamón y Queso,Sándwiches,,1,1955.86,1955.86,Take Away,Efectivo,Sí,0,2x1,Luis,Mañana,6.1,1,10,9
VTA00672,2025-03-12,07:13,"San Lorenzo 25, Nueva Córdoba",Cappuccino,Bebida Espresso Caliente,Tall,2,1681.85,3363.7,Take Away,Tarjeta,No,0,2x1,Luis,Tarde,5.2,2,33,31
VTA00673,2025-03-13,09:57,Calle San Lorenzo 47,House Blend,Café en Granos,,5,2976.42,14882.1,Delivery,App,Sí,15,2x1,Sofía,Noche,7.2,4,13,8
VTA00674,2025-01-13,20:03,Córdoba Shopping,Budín de Limón,Bakery,,3,1283.19,3849.57,Delivery,App,Sí,10,Combo,Luis,Noche,12.5,4,50,47
VTA00675,2025-03-09,19:39,Calle San Lorenzo 47,Vainilla Latte Helado,Bebida Espresso Helada,Pequeño,2,1844.25,3688.5,En tienda,Tarjeta,No,0,Combo,Florencia,Noche,10.7,4,18,16
VTA00676,2025-01-24,09:17,Córdoba Shopping,Cookie con Chips de Chocolate,Bakery,,4,1099.5,4398.0,En tienda,Efectivo,No,0,Ninguna,Julián,Mañana,10.1,3,44,40
VTA00677,2025-01-14,11:21,"San Lorenzo 25, Nueva Córdoba",Fosforito de Jamón y Queso,Sándwiches,,5,1943.54,9717.7,Take Away,App,No,0,Happy Hour,Sofía,Mañana,9.9,3,30,25
VTA00678,2025-02-11,10:46,Córdoba Shopping,Té Helado de Hibiscus,Té Helado,,5,1191.83,5959.15,Delivery,Efectivo,Sí,10,2x1,Julián,Noche,7.5,4,17,12
VTA00679,2025-01-16,09:40,Avenida Colón 608,Té Chai Latte,Té Caliente,,3,1377.38,4132.14,En tienda,App,Sí,10,Combo,Marcos,Noche,5.2,5,13,10
VTA00680,2025-03-30,20:20,Calle San Lorenzo 47,Té Helado de Hibiscus,Té Helado,,2,1448.42,2896.84,Delivery,Tarjeta,Sí,0,Ninguna,Florencia,Mañana,12.8,3,18,16
VTA00681,2025-02-16,12:03,Avenida Colón 608,Bagel Sandwich,Sándwiches,,2,1531.37,3062.74,Delivery,Tarjeta,No,0,Happy Hour,Florencia,Noche,12.2,3,50,48
VTA00682,2025-01-20,13:30,Avenida Colón 608,Café del Día,Bebida Espresso Caliente,Tall,3,1674.75,5024.25,Take Away,Efectivo,No,0,2x1,Marcos,Tarde,2.4,3,20,17
VTA00683,2025-01-01,15:26,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,1,1404.56,1404.56,Take Away,App,No,0,Ninguna,Florencia,Tarde,12.4,1,24,23
VTA00684,2025-03-06,18:10,Calle San Lorenzo 47,Budín de Limón,Bakery,,4,1153.63,4614.52,Take Away,App,Sí,15,2x1,Luis,Tarde,14.8,1,41,37
VTA00685,2025-04-02,08:08,Calle San Lorenzo 47,Espresso Roast,Café en Granos,,2,2386.17,4772.34,Take Away,Efectivo,Sí,15,Ninguna,Camila,Tarde,6.7,4,24,22
VTA00686,2025-03-28,20:15,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,4,1184.42,4737.68,En tienda,Efectivo,Sí,0,2x1,Marcos,Noche,4.3,2,36,32
VTA00687,2025-03-01,13:01,Avenida Colón 608,Espresso Roast,Café en Granos,,1,2682.21,2682.21,En tienda,Tarjeta,No,0,Happy Hour,Julián,Noche,8.9,4,19,18
VTA00688,2025-03-16,17:29,"San Lorenzo 25, Nueva Córdoba",Budín de Limón,Bakery,,5,1299.21,6496.05,Take Away,Tarjeta,Sí,10,Combo,Luis,Noche,13.4,3,17,12
VTA00689,2025-01-11,12:25,Calle San Lorenzo 47,Té Verde en Hebras,Té,,5,2084.69,10423.45,Take Away,Efectivo,No,0,Combo,Camila,Tarde,2.3,2,38,33
VTA00690,2025-01-02,18:21,Avenida Colón 608,Skinny Vainilla Latte Helado,Bebida Espresso Helada,Grande,3,1372.07,4116.21,Delivery,Tarjeta,No,0,Happy Hour,Florencia,Tarde,10.6,4,44,41
VTA00691,2025-01-01,07:16,Córdoba Shopping,Té Helado de Hibiscus,Té Helado,,3,1283.08,3849.24,En tienda,Efectivo,Sí,10,Happy Hour,Marcos,Mañana,5.9,5,48,45
VTA00692,2025-04-18,13:41,"San Lorenzo 25, Nueva Córdoba",Taza Edición Especial,Merchandising,,1,3487.33,3487.33,En tienda,Tarjeta,No,0,Happy Hour,Florencia,Noche,8.1,3,35,34
VTA00693,2025-01-11,18:38,"San Lorenzo 25, Nueva Córdoba",Té Chai Latte,Té Caliente,,1,1543.62,1543.62,Take Away,Efectivo,No,0,Happy Hour,Sofía,Tarde,3.4,5,30,29
VTA00694,2025-03-20,15:51,Avenida Colón 608,Cappuccino,Bebida Espresso Caliente,Grande,3,1347.62,4042.86,Take Away,Tarjeta,Sí,0,Combo,Sofía,Noche,13.1,2,14,11
VTA00695,2025-03-31,09:27,"San Lorenzo 25, Nueva Córdoba",Latte Helado,Bebida Espresso Helada,Tall,4,1720.34,6881.36,Take Away,Efectivo,No,0,Combo,Sofía,Mañana,3.8,4,25,21
VTA00696,2025-02-18,12:42,"San Lorenzo 25, Nueva Córdoba",Mocha,Bebida Espresso Caliente,Tall,1,1705.73,1705.73,Take Away,Tarjeta,Sí,10,Happy Hour,Camila,Mañana,9.9,5,11,10
VTA00697,2025-03-14,16:37,Avenida Colón 608,Té Verde en Hebras,Té,,3,1619.46,4858.38,Delivery,App,Sí,0,Ninguna,Sofía,Noche,3.0,3,26,23
VTA00698,2025-03-01,09:56,Calle San Lorenzo 47,Croissant Relleno con Crema de Avellanas,Bakery,,1,1369.95,1369.95,En tienda,Efectivo,No,0,Combo,Julián,Mañana,5.6,2,38,37
VTA00699,2025-03-01,12:00,"San Lorenzo 25, Nueva Córdoba",Termo Reutilizable,Merchandising,,2,2973.31,5946.62,Take Away,App,Sí,15,2x1,Sofía,Tarde,9.3,1,14,12
VTA00700,2025-03-27,20:00,Córdoba Shopping,Cookie con Chips de Chocolate,Bakery,,4,1409.57,5638.28,Delivery,Efectivo,No,0,Happy Hour,Florencia,Tarde,5.6,2,37,33
VTA00701,2025-03-30,09:22,"San Lorenzo 25, Nueva Córdoba",Té Verde en Hebras,Té,,2,2158.58,4317.16,Take Away,Efectivo,Sí,0,Combo,Camila,Noche,12.2,1,21,19
VTA00702,2025-03-05,09:26,Avenida Colón 608,Cappuccino,Bebida Espresso Caliente,Grande,4,1680.72,6722.88,Take Away,App,No,0,Ninguna,Florencia,Mañana,12.9,3,44,40
VTA00703,2025-02-14,16:02,"San Lorenzo 25, Nueva Córdoba",Budín de Limón,Bakery,,1,1346.66,1346.66,Take Away,Tarjeta,Sí,0,Ninguna,Camila,Noche,7.4,5,15,14
VTA00704,2025-03-04,13:38,Avenida Colón 608,Croissant de Manteca,Bakery,,3,1184.32,3552.96,En tienda,App,No,0,Combo,Sofía,Noche,2.1,5,38,35
VTA00705,2025-04-03,17:24,"San Lorenzo 25, Nueva Córdoba",Croissant Relleno con Crema de Avellanas,Bakery,,2,1390.64,2781.28,Delivery,Efectivo,Sí,10,2x1,Camila,Tarde,4.3,2,39,37
VTA00706,2025-02-22,13:42,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,1,2888.02,2888.02,Take Away,Tarjeta,Sí,0,Ninguna,Marcos,Tarde,6.7,3,26,25
VTA00707,2025-02-01,15:22,Córdoba Shopping,Mix de Frutos Secos,Snacks,,5,1135.35,5676.75,En tienda,Efectivo,Sí,15,Happy Hour,Florencia,Noche,9.8,2,24,19
VTA00708,2025-03-01,15:28,Calle San Lorenzo 47,Moneda de Chocolate,Snacks,,3,1053.86,3161.58,Delivery,App,No,0,Combo,Marcos,Tarde,9.5,4,48,45
VTA00709,2025-02-21,07:49,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,2,2505.8,5011.6,Delivery,App,Sí,0,2x1,Luis,Noche,3.1,3,23,21
VTA00710,2025-03-16,16:01,Córdoba Shopping,Latte Helado,Bebida Espresso Helada,Pequeño,3,1741.65,5224.95,Delivery,Efectivo,Sí,15,Combo,Marcos,Tarde,14.7,1,48,45
VTA00711,2025-02-15,15:06,Calle San Lorenzo 47,House Blend,Café en Granos,,5,2073.83,10369.15,Delivery,App,Sí,0,Happy Hour,Sofía,Mañana,6.9,5,24,19
VTA00712,2025-01-03,08:37,Córdoba Shopping,Té Chai Latte,Té Caliente,,1,1055.15,1055.15,Take Away,App,No,0,Happy Hour,Luis,Tarde,11.2,4,10,9
VTA00713,2025-03-11,19:27,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Pequeño,2,1727.67,3455.34,Take Away,Tarjeta,No,0,Combo,Camila,Noche,6.5,3,34,32
VTA00714,2025-02-23,08:39,Avenida Colón 608,Bagel Sandwich,Sándwiches,,3,1700.77,5102.31,Delivery,Tarjeta,No,0,Ninguna,Sofía,Noche,11.5,5,27,24
VTA00715,2025-03-24,17:11,Avenida Colón 608,Termo Reutilizable,Merchandising,,4,3340.24,13360.96,Delivery,App,Sí,10,Combo,Florencia,Noche,2.5,1,34,30
VTA00716,2025-03-01,11:56,"San Lorenzo 25, Nueva Córdoba",Vainilla Latte Helado,Bebida Espresso Helada,Venti,2,1591.33,3182.66,En tienda,Tarjeta,No,0,2x1,Florencia,Tarde,9.2,4,48,46
VTA00717,2025-04-03,17:37,Calle San Lorenzo 47,Té Verde,Té Caliente,,4,1512.66,6050.64,En tienda,App,Sí,10,Ninguna,Luis,Noche,11.9,4,32,28
VTA00718,2025-03-30,10:04,Calle San Lorenzo 47,Té Verde en Hebras,Té,,1,1847.1,1847.1,En tienda,Efectivo,Sí,15,2x1,Julián,Tarde,14.5,4,37,36
VTA00719,2025-01-05,09:32,Córdoba Shopping,Muffin de Arándanos,Bakery,,1,1214.57,1214.57,Delivery,Efectivo,No,0,Happy Hour,Sofía,Tarde,6.5,4,45,44
VTA00720,2025-01-19,18:56,Avenida Colón 608,Muffin de Arándanos,Bakery,,4,1436.94,5747.76,En tienda,Tarjeta,Sí,15,Happy Hour,Camila,Noche,9.7,5,45,41
VTA00721,2025-02-04,15:15,Calle San Lorenzo 47,Latte,Bebida Espresso Caliente,Pequeño,4,1308.77,5235.08,Delivery,Efectivo,No,0,2x1,Julián,Noche,4.5,3,44,40
VTA00722,2025-03-29,10:37,"San Lorenzo 25, Nueva Córdoba",Té Chai Latte,Té Caliente,,3,1386.53,4159.59,Take Away,Efectivo,Sí,0,Happy Hour,Sofía,Mañana,5.4,5,42,39
VTA00723,2025-02-21,19:50,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Tall,3,1779.4,5338.2,Delivery,Tarjeta,Sí,10,Happy Hour,Luis,Tarde,9.0,5,36,33
VTA00724,2025-04-02,20:14,"San Lorenzo 25, Nueva Córdoba",Cold Brew,Bebida Espresso Helada,Tall,5,1318.07,6590.35,Delivery,App,No,0,Happy Hour,Julián,Mañana,4.0,1,40,35
VTA00725,2025-02-02,17:12,Córdoba Shopping,Espresso Roast,Café en Granos,,5,2860.69,14303.45,Take Away,Tarjeta,No,0,Ninguna,Luis,Mañana,4.5,5,30,25
VTA00726,2025-01-28,11:45,"San Lorenzo 25, Nueva Córdoba",Moneda de Chocolate,Snacks,,1,775.11,775.11,En tienda,App,Sí,0,Happy Hour,Julián,Noche,12.2,4,30,29
VTA00727,2025-03-01,13:21,Córdoba Shopping,Taza Edición Especial,Merchandising,,3,3487.66,10462.98,Take Away,App,No,0,Combo,Luis,Noche,11.1,2,16,13
VTA00728,2025-03-13,16:40,"San Lorenzo 25, Nueva Córdoba",Mix de Frutos Secos,Snacks,,1,1238.15,1238.15,Take Away,Efectivo,No,0,Ninguna,Florencia,Noche,5.6,5,37,36
VTA00729,2025-03-22,10:05,Avenida Colón 608,Taza Edición Especial,Merchandising,,5,2616.36,13081.8,En tienda,Efectivo,No,0,Ninguna,Luis,Mañana,10.3,3,39,34
VTA00730,2025-02-21,18:19,Córdoba Shopping,Budín de Limón,Bakery,,3,1080.36,3241.08,Take Away,App,Sí,10,Ninguna,Florencia,Mañana,7.1,1,15,12
VTA00731,2025-03-22,08:47,Calle San Lorenzo 47,Moneda de Chocolate,Snacks,,4,986.79,3947.16,Delivery,Efectivo,No,0,Happy Hour,Luis,Tarde,5.2,3,49,45
VTA00732,2025-03-03,18:21,Calle San Lorenzo 47,Té Helado de Hibiscus,Té Helado,,3,1126.58,3379.74,Take Away,Efectivo,Sí,15,Ninguna,Julián,Noche,13.0,3,18,15
VTA00733,2025-02-08,15:41,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,4,1389.38,5557.52,Delivery,App,Sí,0,2x1,Julián,Tarde,6.0,3,20,16
VTA00734,2025-03-15,17:06,"San Lorenzo 25, Nueva Córdoba",Bagel Sandwich,Sándwiches,,5,1848.39,9241.95,Take Away,Tarjeta,Sí,15,Happy Hour,Julián,Tarde,7.7,5,39,34
VTA00735,2025-02-03,20:46,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,3,1344.74,4034.22,En tienda,Efectivo,No,0,2x1,Sofía,Mañana,13.6,2,12,9
VTA00736,2025-01-15,08:38,Calle San Lorenzo 47,Té Verde en Hebras,Té,,4,2180.44,8721.76,Take Away,Efectivo,No,0,Happy Hour,Marcos,Mañana,5.3,5,11,7
VTA00737,2025-03-07,20:39,"San Lorenzo 25, Nueva Córdoba",Termo Reutilizable,Merchandising,,2,2774.35,5548.7,Take Away,Tarjeta,Sí,15,2x1,Luis,Mañana,7.5,3,48,46
VTA00738,2025-01-07,10:08,Córdoba Shopping,Moneda de Chocolate,Snacks,,2,952.65,1905.3,Take Away,Tarjeta,No,0,Ninguna,Luis,Noche,12.3,3,30,28
VTA00739,2025-03-14,20:33,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,2,3459.12,6918.24,Delivery,App,No,0,Happy Hour,Julián,Tarde,8.3,2,26,24
VTA00740,2025-03-26,15:22,"San Lorenzo 25, Nueva Córdoba",Taza Edición Especial,Merchandising,,1,3269.53,3269.53,Delivery,App,No,0,2x1,Marcos,Tarde,4.5,4,32,31
VTA00741,2025-04-13,09:15,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,1,1224.52,1224.52,Take Away,App,Sí,0,Happy Hour,Julián,Tarde,8.6,4,34,33
VTA00742,2025-02-20,08:04,Córdoba Shopping,Moneda de Chocolate,Snacks,,4,857.43,3429.72,Delivery,Tarjeta,No,0,2x1,Florencia,Mañana,3.1,5,15,11
VTA00743,2025-01-08,08:30,Avenida Colón 608,House Blend,Café en Granos,,1,2807.62,2807.62,Delivery,App,No,0,Happy Hour,Julián,Mañana,12.1,1,14,13
VTA00744,2025-02-28,12:14,Avenida Colón 608,Croissant Relleno con Crema de Avellanas,Bakery,,3,1252.1,3756.3,Take Away,Efectivo,Sí,10,Ninguna,Sofía,Noche,9.0,4,17,14
VTA00745,2025-03-12,16:45,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Pequeño,1,1832.94,1832.94,Delivery,Tarjeta,Sí,0,Combo,Julián,Noche,6.7,5,43,42
VTA00746,2025-02-10,15:43,Córdoba Shopping,Bagel Sandwich,Sándwiches,,1,1795.02,1795.02,Delivery,Tarjeta,Sí,0,Ninguna,Florencia,Noche,14.3,5,28,27
VTA00747,2025-02-23,15:16,Avenida Colón 608,Caramel Frappuccino,Frappuccino,Venti,2,1532.3,3064.6,En tienda,Tarjeta,Sí,0,Combo,Camila,Tarde,13.8,1,35,33
VTA00748,2025-01-18,14:56,Avenida Colón 608,Bagel Sandwich,Sándwiches,,3,1745.04,5235.12,Delivery,Tarjeta,No,0,2x1,Marcos,Mañana,11.9,1,44,41
VTA00749,2025-04-08,08:57,"San Lorenzo 25, Nueva Córdoba",Té Verde en Hebras,Té,,5,2177.06,10885.3,Take Away,App,No,0,Combo,Julián,Tarde,8.8,1,14,9
VTA00750,2025-02-14,15:48,"San Lorenzo 25, Nueva Córdoba",Té Verde en Hebras,Té,,1,1905.83,1905.83,Take Away,Tarjeta,No,0,Happy Hour,Marcos,Noche,4.4,5,41,40
VTA00751,2025-01-29,20:57,Avenida Colón 608,Té Verde,Té Caliente,,2,1102.17,2204.34,Delivery,App,No,0,2x1,Camila,Tarde,11.7,3,17,15
